Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,MonthlyHours,Attrition,OverTime,OverallSatisfaction,JobLevel,NumCompaniesWorked,Education
0.8095238095238095,0.2857142857142857,0.28617054024934585,0.4285714285714285,0.0,0.3333333333333333,0.4,0.4375,0.2311249239128012,0.0,0.0,0.5,0.5,1.0,0.75
0.42857142857142855,0.0,0.14718331537632753,0.2142857142857143,0.3333333333333333,0.5,0.05,0.5,0.23347683237493677,0.0,1.0,0.5714285714285714,1.0,0.1111111111111111,0.0
0.16666666666666669,0.5357142857142857,0.14464368169924582,0.9999999999999999,0.3333333333333333,0.6666666666666666,0.05,0.3125,0.7470122627733162,0.0,1.0,0.7142857142857144,0.25,0.1111111111111111,0.5
0.35714285714285715,0.14285714285714285,0.06887794366630753,0.2142857142857143,0.0,0.16666666666666666,0.15000000000000002,0.4375,0.4352093050215004,0.0,0.0,0.42857142857142855,0.0,0.2222222222222222,0.75
0.3095238095238095,0.2857142857142857,0.20432507311066647,0.0714285714285714,0.0,0.3333333333333333,0.5,0.125,0.14219352960373044,0.0,0.0,0.7142857142857144,0.0,0.1111111111111111,0.25
0.4047619047619047,0.2142857142857143,0.048483915653378486,0.0,1.0,0.3333333333333333,0.05,0.125,0.44295005903698953,0.0,0.0,0.8571428571428572,0.0,0.1111111111111111,0.5
0.21428571428571425,0.10714285714285714,0.29694474372787444,0.0,0.3333333333333333,0.0,0.45,0.1875,0.6173790274845546,0.0,0.0,0.42857142857142855,0.0,0.2222222222222222,0.25
0.11904761904761901,0.07142857142857142,0.030052331845467135,0.6428571428571427,0.6666666666666666,0.3333333333333333,0.05,0.3125,0.3695790640204155,0.0,1.0,0.7857142857142856,0.25,0.1111111111111111,0.0
0.5714285714285714,0.5714285714285714,0.09104201939356626,0.1428571428571428,0.0,0.3333333333333333,0.15000000000000002,0.125,0.4507425282371753,0.0,1.0,0.6428571428571428,0.25,0.3333333333333333,0.25
0.4047619047619047,0.9999999999999999,0.06468370016930891,0.1428571428571428,0.3333333333333333,0.8333333333333333,0.05,0.5,0.16714524562400046,0.0,0.0,0.5,0.25,0.1111111111111111,0.5
0.49999999999999994,0.14285714285714285,0.07926735416346006,0.0714285714285714,0.0,0.5,0.5,0.625,0.1747716154672066,0.0,0.0,0.5,0.5,0.2222222222222222,0.5
0.976190476190476,0.8928571428571428,0.48934123441588423,0.2857142857142857,0.0,0.6666666666666666,0.25,0.125,0.40845964297850285,0.0,0.0,0.42857142857142855,0.25,0.8888888888888888,0.25
0.380952380952381,0.39285714285714285,0.03844081883946437,0.1428571428571428,0.0,0.3333333333333333,0.05,0.125,0.26417026934460563,0.0,0.0,0.8571428571428572,0.0,0.1111111111111111,0.25
0.4047619047619047,0.0,0.5880791134369708,0.1428571428571428,0.3333333333333333,0.5,0.65,0.75,0.31438495916551973,0.0,0.0,0.5,0.5,0.1111111111111111,0.5
0.4523809523809524,0.10714285714285714,0.09400492535016161,0.0714285714285714,0.0,0.5,0.25,0.125,0.13788623619386486,0.0,0.0,0.6428571428571428,0.25,1.0,0.5
0.4761904761904761,0.25,0.3686316761582269,0.1428571428571428,0.3333333333333333,0.5,0.35000000000000003,0.125,0.36137396437207253,0.0,0.0,0.28571428571428575,0.25,0.2222222222222222,0.75
0.7857142857142856,0.03571428571428571,0.20717254117284903,0.5714285714285713,0.3333333333333333,0.6666666666666666,0.2,0.125,0.16346251176550486,0.0,0.0,0.5,0.0,0.0,0.25
